Objeto,Data,GEO_ID
"IP023467771BR","05/08/2018",2772
"IP023467785BR","05/08/2018",2772
"IP023467799BR","05/08/2018",2772
"IP023467808BR","05/08/2018",2772
"IP023467811BR","05/08/2018",2772
"IP023467825BR","05/08/2018",2773
"IP023467839BR","05/08/2018",2597
"IP023467842BR","05/08/2018",2597
"IP023467856BR","05/08/2018",2597
"IP023467860BR","05/08/2018",2775
"IP023467873BR","05/08/2018",2775
"IP023467887BR","05/08/2018",2776
"IP023467895BR","05/08/2018",2776
"IP023467900BR","05/08/2018",2776
"IP023467913BR","05/08/2018",2776
"IP023467927BR","05/08/2018",2777
"IP023467935BR","05/08/2018",2777
"IP023467944BR","05/08/2018",2777
"IP023467958BR","05/08/2018",2778
"IP023467961BR","05/08/2018",2778
"IP023467975BR","05/08/2018",2778
"IP023467989BR","05/08/2018",2778
"IP023467992BR","05/08/2018",2779
"IP023468009BR","05/08/2018",2779
"IP023468012BR","05/08/2018",2779
"IP023468026BR","05/08/2018",2780
"IP023468030BR","05/08/2018",2780
"IP023468043BR","05/08/2018",2780
"IP023468057BR","05/08/2018",2781
"IP023468065BR","05/08/2018",2781
"IP023468074BR","05/08/2018",2782
"IP023468088BR","05/08/2018",2782
"IP023468091BR","05/08/2018",2783
"IP023468105BR","05/08/2018",2783
"IP023468114BR","05/08/2018",2783
"IP023468128BR","05/08/2018",2784
"IP023468131BR","05/08/2018",2784
"IP023468145BR","05/08/2018",2784
"IP023468159BR","05/08/2018",2785
"IP023468162BR","05/08/2018",2785
"IP023468176BR","05/08/2018",2786
"IP023468180BR","05/08/2018",2786
"IP023468193BR","05/08/2018",2787
"IP023468202BR","05/08/2018",2787
"IP023468216BR","05/08/2018",2787
"IP023468220BR","05/08/2018",2788
"IP023468233BR","05/08/2018",2788
"IP023468247BR","05/08/2018",2788
"IP023468255BR","05/08/2018",2789
"IP023468264BR","05/08/2018",2789
"IP023468278BR","05/08/2018",2790
"IP023468281BR","05/08/2018",2790
"IP023468295BR","05/08/2018",2791
"IP023468304BR","05/08/2018",2792
"IP023468318BR","05/08/2018",2792
"IP023468321BR","05/08/2018",2793
"IP023468335BR","05/08/2018",2793
"IP023468349BR","05/08/2018",2794
"IP023468352BR","05/08/2018",2794
"IP023468366BR","05/08/2018",2795
"IP023468370BR","05/08/2018",2796
"IP023468383BR","05/08/2018",2796
"IP023468397BR","05/08/2018",2797
"IP023468406BR","05/08/2018",2798
"IP023480821BR","05/08/2018",2573
"IP023480835BR","05/08/2018",2573
"IP023487714BR","05/08/2018",2706
"IP023487728BR","05/08/2018",2706
"IP023487731BR","05/08/2018",2706
"IP023487745BR","05/08/2018",2706
"IP023487759BR","05/08/2018",2706
"IP023488873BR","05/08/2018",2573
"IP023488887BR","05/08/2018",2573
"IP023489065BR","05/08/2018",2573
"IP023489074BR","05/08/2018",2573
"IP023489088BR","05/08/2018",2573
"IP023496852BR","05/08/2018",2706
"IP023496866BR","05/08/2018",2706
"IP023496870BR","05/08/2018",2706
"IP023496883BR","05/08/2018",2706
"IP023496897BR","05/08/2018",2706
"IP023498181BR","05/08/2018",2573
"IP023498195BR","05/08/2018",2573
"IP023498204BR","05/08/2018",2573
"IP023587482BR","05/08/2018",2592
"IP023588678BR","05/08/2018",2592
"IP023634390BR","05/08/2018",2604
"IP023634409BR","05/08/2018",2604
"IP023639057BR","05/08/2018",2604
"IP023639065BR","05/08/2018",2604
